Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,BIN_normalized
74609,61-13 UTOPIA PARKWAY,07/10/2023,09/26/2024,701201.0,61-13,UTOPIA PARKWAY,Queens,11365.0,4070700047.0,4000000.0,QN-08,24,1341.0,QN0803,40.73866,-73.792942,40.73842,-73.792376,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,1.0,2.0,,,,,,3.0,,3,7,4000000.0
74614,128 WEST 167TH STREET,07/05/2023,09/26/2024,1005071.0,128,WEST 167 STREET,Bronx,10452.0,2025140061.0,2000000.0,BX-04,16,199.0,BX0402,40.836752,-73.926545,40.836532,-73.926552,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,32.0,,10.0,17.0,5.0,,,,,,32.0,,32,33,2000000.0
74943,210 CLARKSON APARTMENTS,06/08/2023,09/26/2024,1011107.0,210,CLARKSON AVENUE,Brooklyn,11226.0,3050660011.0,3000000.0,BK-17,40,820.0,BK1701,40.655272,-73.952477,40.654918,-73.952535,09/26/2024,New Construction,No,Non Prevailing Wage,,,,,50.0,,10.0,29.0,11.0,,,,,,50.0,,50,165,3000000.0
69505,COMUNILIFE. 171 THROOP AVE. WOODHULL II,11/04/2022,09/26/2024,1006443.0,171,THROOP AVENUE,Brooklyn,11206.0,3017230003.0,3000000.0,BK-03,36,28501.0,BK0302,40.698685,-73.944029,40.698863,-73.943776,09/26/2024,New Construction,No,Non Prevailing Wage,77.0,,15.0,,,1.0,71.0,22.0,,,,,,,93.0,,93,93,3000000.0
64828,RB.598-604 E 40TH STREET.BETHANY HOUSES,09/19/2022,10/11/2024,989272.0,604,EAST 40 STREET,Brooklyn,11203.0,3049730016.0,3000000.0,BK-17,45,834.0,BK1702,40.640688,-73.938903,40.64071,-73.939177,10/11/2024,New Construction,No,Prevailing Wage,57.0,,,,,1.0,45.0,12.0,,1.0,,,,,58.0,,58,58,3000000.0
75428,2093 MATTHEWS AVENUE,02/29/2024,10/17/2024,94875.0,2093,MATTHEWS AVENUE,Bronx,10462.0,2042930046.0,2000000.0,BX-11,13,228.0,BX1101,40.853541,-73.862971,40.853681,-73.863242,10/17/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,2.0,9.0,2.0,,,,,,13.0,,13,37,2000000.0
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017491.0,335,RALPH AVENUE,Brooklyn,11233.0,3015560003.0,3000000.0,BK-03,41,301.0,BK1601,40.677644,-73.921745,40.677474,-73.921492,09/24/2024,New Construction,No,Non Prevailing Wage,,,,13.0,,,,2.0,11.0,,,,,,,13.0,13,13,3000000.0
70913,ROCHESTER SUYDAM PHASE I,06/30/2021,10/23/2024,1017549.0,331,RALPH AVENUE,Brooklyn,11233.0,3015560007.0,3000000.0,BK-03,41,301.0,BK1601,40.677746,-73.921734,40.677663,-73.921474,10/23/2024,New Construction,No,Non Prevailing Wage,,,,10.0,,,,3.0,7.0,,,,,,,10.0,10,10,3000000.0
74551,1441 TELLER APARTMENTS,07/18/2023,10/25/2024,112859.0,1441,TELLER AVENUE,Bronx,10456.0,2027840017.0,2007238.0,BX-04,16,225.0,BX0403,40.838098,-73.908983,40.838334,-73.909189,10/25/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,5.0,4.0,6.0,,,,,,15.0,,15,16,2007238.0
71927,QUEENS - 43-15 52 STREET_MIH71732,06/10/2022,10/29/2024,1004233.0,43-15,52 STREET,Queens,11377.0,4013210016.0,4000000.0,QN-02,26,25302.0,QN0202,40.743792,-73.912547,40.743495,-73.912349,10/29/2024,New Construction,No,Non Prevailing Wage,,9.0,9.0,3.0,2.0,,,13.0,10.0,,,,,,23.0,,23,87,4000000.0
74675,340 LENOX ROAD APARTMENTS,08/22/2023,10/31/2024,324145.0,342,LENOX ROAD,Brooklyn,11226.0,3048530041.0,3000000.0,BK-17,40,818.0,BK1701,40.654254,-73.948222,40.653906,-73.948121,10/31/2024,New Construction,No,Non Prevailing Wage,,,,,14.0,,4.0,10.0,,,,,,,14.0,,14,46,3000000.0
66909,111 WILLOW AVENUE,06/30/2021,10/31/2024,997246.0,750,EAST 134 STREET,Bronx,10454.0,2025627501.0,2000000.0,BX-01,8,1902.0,BX0101,40.801943,-73.913905,40.801435,-73.913718,11/21/2023,New Construction,No,Non Prevailing Wage,33.0,40.0,59.0,,,1.0,23.0,70.0,26.0,14.0,,,,,133.0,,133,133,2000000.0
69591,GREENPOINT LANDING H1H2,06/24/2021,10/31/2024,995045.0,45,COMMERCIAL STREET,Brooklyn,11222.0,3024727504.0,3000000.0,BK-01,33,56302.0,BK0101,40.736593,-73.957951,40.736903,-73.958182,08/04/2023,New Construction,No,Non Prevailing Wage,123.0,68.0,111.0,71.0,,1.0,93.0,93.0,188.0,,,,,,374.0,,374,374,3000000.0
75659,390 EAST MOSHOLU PKWY,06/06/2024,11/06/2024,1013192.0,390,EAST MOSHOLU PARKWAY SOU,Bronx,10458.0,2032810075.0,2000000.0,BX-07,11,415.0,BX0702,40.869129,-73.881635,40.869023,-73.881932,11/06/2024,New Construction,No,Non Prevailing Wage,,,,,51.0,,11.0,37.0,3.0,,,,,,51.0,,51,52,2000000.0
69567,ASLAND CAPITAL. 1940 TURNBULL AVE. PL SARA,03/31/2022,11/06/2024,1003176.0,1940,TURNBULL AVENUE,Bronx,10473.0,2036720030.0,2000000.0,BX-09,18,16.0,BX0902,40.822884,-73.857564,40.82264,-73.857619,11/06/2024,New Construction,No,Prevailing Wage,153.0,,,,,1.0,122.0,31.0,1.0,,,,,,154.0,,154,154,2000000.0
74237,25-70 32 STREET APARTMENTS,06/15/2023,11/13/2024,1009453.0,25-70,32 STREET,Queens,11102.0,4006200046.0,4000000.0,QN-01,22,6501.0,QN0103,40.768666,-73.918605,40.768307,-73.919111,11/13/2024,New Construction,No,Non Prevailing Wage,,,,,5.0,,1.0,1.0,3.0,,,,,,5.0,,5,15,4000000.0
68458,LANTERN. 437 EUCLID AVE,06/24/2022,11/15/2024,994674.0,437,EUCLID AVENUE,Brooklyn,11208.0,,,BK-05,42,1196.0,BK0505,40.676444,-73.87216,,,06/24/2022,New Construction,No,Non Prevailing Wage,88.0,33.0,13.0,,,1.0,81.0,14.0,32.0,8.0,,,,,135.0,,135,135,
75687,368 EAST 152 ST,05/02/2024,11/20/2024,1012773.0,368,EAST 152 STREET,Bronx,10455.0,2023980011.0,2000000.0,BX-01,17,67.0,BX0102,40.818565,-73.918118,40.818343,-73.918125,11/20/2024,New Construction,No,Non Prevailing Wage,,,,,32.0,,7.0,6.0,14.0,5.0,,,,,32.0,,32,32,2000000.0
75473,597 GRAND STREET APARTMENTS,03/08/2024,11/21/2024,302758.0,597,GRAND STREET,Brooklyn,11211.0,3027800001.0,3000000.0,BK-01,34,503.0,BK0104,40.711255,-73.948069,40.711469,-73.948336,11/21/2024,New Construction,No,Non Prevailing Wage,,,,,56.0,,6.0,43.0,7.0,,,,,,56.0,,56,185,3000000.0
63772,BRONX POINT A,12/29/2020,11/21/2024,975365.0,65,EAST 149 STREET,Bronx,10451.0,2023567501.0,2000000.0,BX-04,8,6301.0,BX0401,40.819556,-73.931304,40.820256,-73.931462,11/02/2023,New Construction,No,Non Prevailing Wage,163.0,108.0,162.0,108.0,,1.0,135.0,192.0,122.0,93.0,,,,,542.0,,542,542,2000000.0
73299,104-08 NORTHERN BOULEVARD,11/28/2022,11/22/2024,684494.0,104-08,NORTHERN BOULEVARD,Queens,11368.0,4017190003.0,4042651.0,QN-03,21,379.0,QN0303,40.757691,-73.864432,40.757417,-73.864299,11/22/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,3.0,,,,,,,3.0,,3,7,4042651.0
74140,393 WEIRFILED STREET APARTMENT,10/12/2022,11/22/2024,389703.0,389,WEIRFIELD STREET,Brooklyn,11237.0,3034000068.0,3000000.0,BK-04,37,439.0,BK0402,40.695699,-73.90661,40.69608,-73.906649,11/22/2024,New Construction,No,Non Prevailing Wage,,,,,20.0,,3.0,10.0,7.0,,,,,,20.0,,20,66,3000000.0
74173,99-49 66 AVENUE,04/04/2023,11/25/2024,458510.0,99-49,66 AVENUE,Queens,11374.0,4021160056.0,4050957.0,QN-06,29,71304.0,QN0602,40.728447,-73.854436,40.729028,-73.853247,11/25/2024,New Construction,No,Non Prevailing Wage,,,,,6.0,,2.0,2.0,2.0,,,,,,6.0,,6,18,4050957.0
75391,1670 TOWNSEND AVE,01/04/2024,11/26/2024,115662.0,1670,TOWNSEND AVENUE,Bronx,10453.0,2028480050.0,2000000.0,BX-05,14,22701.0,BX0502,40.845937,-73.912449,40.845577,-73.912388,11/26/2024,New Construction,No,Non Prevailing Wage,,,,,24.0,,24.0,,,,,,,,24.0,,24,25,2000000.0
74586,138-25 BARCLAY AVE APARTMENTS,08/16/2023,11/26/2024,630358.0,138-25,BARCLAY AVENUE,Queens,11355.0,4050440074.0,4000000.0,QN-07,20,853.0,QN0707,40.758262,-73.827147,40.758427,-73.827579,11/26/2024,New Construction,No,Non Prevailing Wage,,,,,15.0,,1.0,6.0,8.0,,,,,,15.0,,15,48,4000000.0
75672,65 4TH AVE APARTMENTS,05/20/2024,11/27/2024,1013180.0,65,4 AVENUE,Brooklyn,11217.0,3009320007.0,3000000.0,BK-06,39,12901.0,BK0602,40.682242,-73.97977,40.68214,-73.979438,11/27/2024,New Construction,No,Non Prevailing Wage,,,,,9.0,,,9.0,,,,,,,9.0,,9,9,3000000.0
74995,53-10 102ND STREET,11/07/2023,11/27/2024,513538.0,53-10,102 STREET,Queens,11368.0,4019380018.0,4000000.0,QN-04,21,44301.0,QN0402,40.741214,-73.859207,40.740959,-73.859305,11/27/2024,New Construction,No,Non Prevailing Wage,,,,,3.0,,,2.0,1.0,,,,,,3.0,,3,7,4000000.0
72110,BK-2715 FULTON STREET_MIH72082,04/03/2023,12/04/2024,1002332.0,2715,FULTON STREET,Brooklyn,11207.0,3036620048.0,3000000.0,BK-05,37,1146.0,BK0501,40.67762,-73.894532,40.677757,-73.894745,12/04/2024,New Construction,No,Non Prevailing Wage,,7.0,5.0,3.0,,,,,15.0,,,,,,15.0,,15,60,3000000.0
75711,555 BROADWAY,04/04/2024,12/05/2024,1013111.0,28,BOERUM STREET,Brooklyn,11206.0,3030760018.0,3071329.0,BK-01,34,491.0,BK0104,40.705365,-73.948568,40.704986,-73.948345,,New Construction,No,Non Prevailing Wage,,,,,81.0,,25.0,49.0,7.0,,,,,,81.0,,81,270,3071329.0
75474,255 LORIMER STREET & 28 BOERUM,03/13/2024,12/05/2024,210985.0,24,BOERUM STREET,Brooklyn,11206.0,3030760018.0,3071329.0,BK-01,34,491.0,BK0104,40.705349,-73.948723,40.704986,-73.948345,12/05/2024,New Construction,No,Non Prevailing Wage,,,,,20.0,,6.0,9.0,5.0,,,,,,20.0,,20,66,3071329.0
74676,1047 OGDEN AVE,08/21/2023,12/05/2024,1009802.0,1047,OGDEN AVENUE,Bronx,10452.0,2025250025.0,2129641.0,BX-04,16,189.0,BX0402,40.834151,-73.928701,40.834335,-73.928907,12/05/2024,New Construction,No,Non Prevailing Wage,,,,,45.0,,11.0,11.0,23.0,,,,,,45.0,,45,45,2129641.0
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),12/30/2019,12/10/2024,986841.0,20-52,MOTT AVENUE,Queens,11691.0,4155377501.0,4000000.0,QN-14,31,103202.0,QN1401,40.604427,-73.753203,40.6053,-73.753265,06/27/2022,New Construction,No,Non Prevailing Wage,24.0,92.0,114.0,,,1.0,19.0,77.0,102.0,33.0,,,,,231.0,,231,231,4000000.0
67286,ROCKAWAY VILLAGE PHASE 1B (RITA STARK SITE),12/30/2019,12/10/2024,989998.0,20-10,MOTT AVENUE,Queens,11691.0,4155377501.0,4000000.0,QN-14,31,103202.0,QN1401,40.604334,-73.752998,40.6053,-73.753265,05/27/2022,New Construction,No,Non Prevailing Wage,8.0,34.0,43.0,,,,13.0,22.0,37.0,13.0,,,,,85.0,,85,85,4000000.0
64885,ROCKAWAY VILLAGE PHASE 1 (RITA STARK SITE),06/27/2018,12/10/2024,983133.0,20-02,MOTT AVENUE,Queens,11691.0,,,QN-14,31,103202.0,QN1401,40.604317,-73.752959,,,12/10/2024,New Construction,No,Non Prevailing Wage,67.0,68.0,320.0,,,2.0,47.0,136.0,208.0,66.0,,,,,457.0,,457,457,
53383,85 COMMERCIAL ST.,05/05/2015,12/12/2024,957028.0,85,COMMERCIAL STREET,Brooklyn,11222.0,3024720410.0,3000000.0,BK-01,33,56302.0,BK0101,40.7376,-73.95616,40.737987,-73.957077,12/12/2024,New Construction,No,Non Prevailing Wage,,20.0,48.0,1.0,3.0,,18.0,18.0,27.0,9.0,,,,,72.0,,72,240,3000000.0
53383,85 COMMERCIAL ST.,05/05/2015,12/12/2024,1012251.0,77,COMMERCIAL STREET,Brooklyn,11222.0,3024720410.0,3000000.0,BK-01,33,56302.0,BK0101,40.737474,-73.95637,40.737987,-73.957077,12/12/2024,New Construction,No,Non Prevailing Wage,,,21.0,21.0,11.0,,13.0,7.0,33.0,,,,,,53.0,,53,233,3000000.0
53383,85 COMMERCIAL ST.,05/05/2015,12/12/2024,1012628.0,87,COMMERCIAL STREET,Brooklyn,11222.0,3024720410.0,3000000.0,BK-01,33,56302.0,BK0101,40.73763,-73.956106,40.737987,-73.957077,12/12/2024,New Construction,No,Non Prevailing Wage,,,37.0,12.0,26.0,,9.0,32.0,24.0,10.0,,,,,75.0,,75,293,3000000.0
75437,101-07 91 STREET,02/07/2024,12/13/2024,1012778.0,101-07,91 STREET,Queens,11416.0,4090980001.0,4000000.0,QN-09,32,4001.0,QN0904,40.683051,-73.849289,40.683113,-73.849123,12/13/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,4.0,,,,,,,4.0,,4,12,4000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991851.0,429,VANDALIA AVENUE,Brooklyn,11239.0,3044520110.0,3000000.0,BK-05,42,107001.0,BK0504,40.654644,-73.87586,40.654815,-73.876829,10/30/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991858.0,71,GATEWAY DRIVE,Brooklyn,11239.0,3044520237.0,3000000.0,BK-05,42,107001.0,BK0504,40.654333,-73.877782,40.654448,-73.877551,12/11/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991859.0,77,GATEWAY DRIVE,Brooklyn,11239.0,3044520236.0,3000000.0,BK-05,42,107001.0,BK0504,40.654204,-73.877789,40.654335,-73.877533,12/13/2024,New Construction,No,Non Prevailing Wage,6.0,2.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991860.0,79,GATEWAY DRIVE,Brooklyn,11239.0,3044520234.0,3000000.0,BK-05,42,107001.0,BK0504,40.65416,-73.877789,40.654247,-73.877537,12/10/2024,New Construction,No,Non Prevailing Wage,,8.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991861.0,81,GATEWAY DRIVE,Brooklyn,11239.0,3044520233.0,3000000.0,BK-05,42,107001.0,BK0504,40.654116,-73.877786,40.654157,-73.877544,12/02/2024,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991862.0,83,GATEWAY DRIVE,Brooklyn,11239.0,3044520232.0,3000000.0,BK-05,42,107001.0,BK0504,40.654072,-73.877782,40.654069,-73.877494,12/02/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991863.0,85,GATEWAY DRIVE,Brooklyn,11239.0,3044520231.0,3000000.0,BK-05,42,107001.0,BK0504,40.654028,-73.877779,40.653954,-73.877487,11/25/2024,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991864.0,87,GATEWAY DRIVE,Brooklyn,11239.0,3044520230.0,3000000.0,BK-05,42,107001.0,BK0504,40.653987,-73.877775,40.653849,-73.877465,11/25/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991865.0,89,GATEWAY DRIVE,Brooklyn,11239.0,3044520229.0,3000000.0,BK-05,42,107001.0,BK0504,40.653943,-73.877768,40.653756,-73.87744,11/25/2024,New Construction,No,Non Prevailing Wage,3.0,5.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991866.0,91,GATEWAY DRIVE,Brooklyn,11239.0,3044520228.0,3000000.0,BK-05,42,107001.0,BK0504,40.653899,-73.877757,40.653668,-73.877404,12/10/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991867.0,93,GATEWAY DRIVE,Brooklyn,11239.0,3044520227.0,3000000.0,BK-05,42,107001.0,BK0504,40.653858,-73.877747,40.653583,-73.877369,11/25/2024,New Construction,No,Non Prevailing Wage,6.0,2.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991868.0,95,GATEWAY DRIVE,Brooklyn,11239.0,3044520226.0,3000000.0,BK-05,42,107001.0,BK0504,40.653814,-73.877736,40.653498,-73.877326,11/25/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991869.0,406,VANDALIA AVENUE,Brooklyn,11239.0,3044520204.0,3000000.0,BK-05,42,107001.0,BK0504,40.65456,-73.877097,40.654324,-73.87731,10/24/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991870.0,408,VANDALIA AVENUE,Brooklyn,11239.0,3044520205.0,3000000.0,BK-05,42,107001.0,BK0504,40.654546,-73.876992,40.654316,-73.877187,10/31/2024,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991872.0,410,VANDALIA AVENUE,Brooklyn,11239.0,3044520206.0,3000000.0,BK-05,42,107001.0,BK0504,40.654538,-73.876884,40.654313,-73.877068,10/25/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991873.0,412,VANDALIA AVENUE,Brooklyn,11239.0,3044520207.0,3000000.0,BK-05,42,107001.0,BK0504,40.654532,-73.876776,40.65431,-73.876935,10/25/2024,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991874.0,414,VANDALIA AVENUE,Brooklyn,11239.0,3044520249.0,3000000.0,BK-05,42,107001.0,BK0504,40.654526,-73.876642,40.65423,-73.876621,09/10/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991875.0,416,VANDALIA AVENUE,Brooklyn,11239.0,3044520250.0,3000000.0,BK-05,42,107001.0,BK0504,40.654529,-73.87652,40.654271,-73.876488,09/06/2024,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991876.0,418,VANDALIA AVENUE,Brooklyn,11239.0,3044520251.0,3000000.0,BK-05,42,107001.0,BK0504,40.654534,-73.876397,40.654296,-73.876373,09/10/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991877.0,422,VANDALIA AVENUE,Brooklyn,11239.0,3044520252.0,3000000.0,BK-05,42,107001.0,BK0504,40.654564,-73.876152,40.654331,-73.876225,09/10/2024,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,,,1.0,7.0,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991879.0,433,VANDALIA AVENUE,Brooklyn,11239.0,3044520111.0,3000000.0,BK-05,42,107001.0,BK0504,40.65466,-73.875792,40.65485,-73.876689,10/30/2024,New Construction,No,Non Prevailing Wage,,8.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991880.0,435,VANDALIA AVENUE,Brooklyn,11239.0,3044520112.0,3000000.0,BK-05,42,107001.0,BK0504,40.654671,-73.875763,40.654875,-73.876573,11/15/2024,New Construction,No,Non Prevailing Wage,,,7.0,,,1.0,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991881.0,437,VANDALIA AVENUE,Brooklyn,11239.0,3044520113.0,3000000.0,BK-05,42,107001.0,BK0504,40.654679,-73.87573,40.654902,-73.876458,11/01/2024,New Construction,No,Non Prevailing Wage,4.0,4.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991882.0,441,VANDALIA AVENUE,Brooklyn,11239.0,3044520114.0,3000000.0,BK-05,42,107001.0,BK0504,40.654701,-73.875665,40.654899,-73.876332,08/30/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991883.0,451,VANDALIA AVENUE,Brooklyn,11239.0,3044520115.0,3000000.0,BK-05,42,107001.0,BK0504,40.654759,-73.875514,40.654858,-73.876119,07/24/2024,New Construction,No,Non Prevailing Wage,6.0,2.0,,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991884.0,455,VANDALIA AVENUE,Brooklyn,11239.0,3044520116.0,3000000.0,BK-05,42,107001.0,BK0504,40.654786,-73.875453,40.654915,-73.875961,07/24/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991885.0,457,VANDALIA AVENUE,Brooklyn,11239.0,3044520117.0,3000000.0,BK-05,42,107001.0,BK0504,40.6548,-73.875424,40.654957,-73.875856,07/24/2024,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991886.0,459,VANDALIA AVENUE,Brooklyn,11239.0,3044520118.0,3000000.0,BK-05,42,107001.0,BK0504,40.654813,-73.875395,40.654995,-73.875748,07/25/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,1.0,1.0,6.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991887.0,461,VANDALIA AVENUE,Brooklyn,11239.0,3044520119.0,3000000.0,BK-05,42,107001.0,BK0504,40.654827,-73.875366,40.655039,-73.875647,07/24/2024,New Construction,No,Non Prevailing Wage,5.0,3.0,,,,,,1.0,7.0,,,,,,8.0,,8,8,3000000.0
64415,SPRING CREEK PHASE 4C,12/22/2022,12/13/2024,991889.0,465,VANDALIA AVENUE,Brooklyn,11239.0,3044520121.0,3000000.0,BK-05,42,107001.0,BK0504,40.654857,-73.875308,40.655093,-73.875524,07/31/2024,New Construction,No,Non Prevailing Wage,,,8.0,,,,,,1.0,7.0,,,,,8.0,,8,8,3000000.0
75697,649 HART STREET APARTMENTS,04/16/2024,12/18/2024,1013122.0,649,HART STREET,Brooklyn,11221.0,3032170034.0,3073106.0,BK-04,34,423.0,BK0401,40.69853,-73.926668,40.698733,-73.926664,12/18/2024,New Construction,No,Non Prevailing Wage,,,,,12.0,,2.0,6.0,4.0,,,,,,12.0,,12,12,3073106.0
75385,1654 GRAND APTS,01/17/2024,12/18/2024,81410.0,1654,GRAND AVENUE,Bronx,10453.0,2028670012.0,2008481.0,BX-05,14,217.0,BX0501,40.847152,-73.914989,40.847146,-73.914649,12/18/2024,New Construction,No,Non Prevailing Wage,,,,,19.0,,16.0,3.0,,,,,,,19.0,,19,20,2008481.0
74853,3103 SEDGWICK AVE APARTMENTS,11/23/2023,12/18/2024,973914.0,3103,SEDGWICK AVENUE,Bronx,10463.0,2032540072.0,2000000.0,BX-08,14,277.0,BX0801,40.876766,-73.899398,40.876909,-73.899662,12/18/2024,New Construction,No,Non Prevailing Wage,,,,,13.0,,,,12.0,1.0,,,,,13.0,,13,42,2000000.0
74590,81-07 KEW GARDENS ROAD,08/14/2023,12/18/2024,1010410.0,81-07,KEW GARDENS ROAD,Queens,11415.0,4033580062.0,4000000.0,QN-09,29,21601.0,QN0901,40.712925,-73.829706,40.713012,-73.829421,12/18/2024,New Construction,No,Non Prevailing Wage,,,,,16.0,,,11.0,5.0,,,,,,16.0,,16,51,4000000.0
76309,1845 PITKINS AVE APARTMENTS,08/27/2024,12/19/2024,1013970.0,1845,PITKIN AVENUE,Brooklyn,11212.0,3037090135.0,3000000.0,BK-16,37,908.0,BK1602,40.670588,-73.904745,40.670816,-73.904817,12/19/2024,New Construction,No,Non Prevailing Wage,,,,,8.0,,1.0,,7.0,,,,,,8.0,,8,8,3000000.0
76269,3165 VILLA AVE _ HPS,09/30/2024,12/20/2024,1012085.0,3165,VILLA AVENUE,Bronx,10468.0,2033220044.0,2000000.0,BX-07,11,411.0,BX0702,40.876414,-73.88696,40.876206,-73.88734,12/20/2024,New Construction,No,Non Prevailing Wage,,,,,56.0,,13.0,22.0,21.0,,,,,,56.0,,56,57,2000000.0
74567,833 & 837 MAPLE STREET,09/20/2023,12/20/2024,332437.0,837,MAPLE STREET,Brooklyn,11203.0,3045880098.0,3000000.0,BK-09,41,88001.0,BK0902,40.662016,-73.932144,40.662228,-73.932042,12/05/2024,New Construction,No,Non Prevailing Wage,,,,,4.0,,,2.0,2.0,,,,,,4.0,,4,13,3000000.0
